event_date,industry_code,event_type,real_dir,final_dir,prob_up,confidence,abstain,weight_a,threshold,dir_correct,committed_dir_correct
2024-07-22,801710,monetary_policy,+,-,0.46689666245502826,0.06620667508994349,True,0.8,0.2,False,False
2024-07-22,801180,monetary_policy,+,-,0.4219675898343753,0.15606482033124935,True,0.8,0.2,False,False
2024-07-22,801780,monetary_policy,+,+,0.6031926187240918,0.2063852374481836,False,0.8,0.2,True,True
2024-07-22,801790,monetary_policy,+,+,0.5719837823125342,0.14396756462506843,True,0.8,0.2,True,False
2024-08-05,801790,market_event,-,+,0.6622371515316189,0.32447430306323777,True,0.8,0.2,False,False
2024-08-05,801080,market_event,-,+,0.5469516408527189,0.09390328170543771,True,0.8,0.2,False,False
2024-08-05,801750,market_event,-,+,0.6266836535258583,0.2533673070517166,True,0.8,0.2,False,False
2024-08-05,801770,market_event,-,+,0.5471380679394775,0.094276135878955,True,0.8,0.2,False,False
2024-08-15,801050,geopolitical,+,-,0.4242248876244814,0.1515502247510372,True,0.8,0.2,False,False
2024-08-15,801030,geopolitical,-,-,0.46181332649160983,0.07637334701678034,True,0.8,0.2,True,False
2024-08-15,801890,geopolitical,-,+,0.5422833100391555,0.08456662007831106,True,0.8,0.2,False,False
2024-08-15,801880,geopolitical,-,-,0.47059772761765495,0.0588045447646901,True,0.8,0.2,True,False
2024-08-15,801080,geopolitical,-,-,0.41078068157147013,0.17843863685705974,True,0.8,0.2,True,False
2024-08-15,801110,geopolitical,+,+,0.5321288535989895,0.06425770719797907,True,0.8,0.2,True,False
2024-09-09,801080,capital_market_policy,-,-,0.483231761030927,0.03353647793814596,True,0.8,0.2,True,False
2024-09-09,801750,capital_market_policy,+,+,0.5681339793252078,0.13626795865041563,True,0.8,0.2,True,False
2024-09-09,801770,capital_market_policy,+,+,0.5432738891506098,0.08654777830121962,True,0.8,0.2,True,False
2024-09-09,801790,capital_market_policy,+,+,0.6168566759137265,0.233713351827453,False,0.8,0.2,True,True
2024-09-24,801750,monetary_policy,+,+,0.6459337927167622,0.2918675854335244,False,0.8,0.2,True,True
2024-09-24,801180,monetary_policy,+,+,0.541816870637528,0.08363374127505607,True,0.8,0.2,True,False
2024-09-24,801780,monetary_policy,-,-,0.44493681791272366,0.11012636417455268,True,0.8,0.2,True,False
2024-09-24,801790,monetary_policy,+,+,0.6808838777674018,0.36176775553480356,False,0.8,0.2,True,True
2024-09-26,801180,capital_market_policy,-,+,0.5230888570009727,0.04617771400194548,True,0.8,0.2,False,False
2024-09-26,801710,capital_market_policy,-,-,0.47781046644517305,0.04437906710965389,True,0.8,0.2,True,False
2024-09-26,801780,capital_market_policy,-,-,0.45829893169786085,0.08340213660427831,True,0.8,0.2,True,False
2024-09-27,801790,capital_market_policy,+,+,0.565923029033217,0.131846058066434,True,0.8,0.2,True,False
2024-09-27,801080,capital_market_policy,+,+,0.5444504698602819,0.08890093972056379,True,0.8,0.2,True,False
2024-09-27,801750,capital_market_policy,+,+,0.6302422366507574,0.2604844733015148,False,0.8,0.2,True,True
2024-09-27,801030,capital_market_policy,-,+,0.543620273751792,0.08724054750358401,True,0.8,0.2,False,False
2024-10-21,801790,monetary_policy,-,-,0.49902635211693486,0.0019472957661302859,True,0.8,0.2,True,False
2024-10-21,801750,monetary_policy,+,-,0.45188306532006484,0.09623386935987033,True,0.8,0.2,False,False
